Corporation,Card,PlayerGames,AvgEloChange
Cheung Shing Mars,Special Design,437,0.354691075514874
CrediCor,Artificial Lake,559,0.354203935599284
Mining Guild,Magnetic Field Dome,438,0.353881278538813
Saturn Systems,Martian Survey,438,0.353881278538813
Point Luna,SF Memorial,507,0.353057199211045
Tharsis Republic,CEO's Favourite Project,425,0.352941176470588
CrediCor,Research Coordination,440,0.352272727272727
Vitor,Birds,483,0.351966873706004
CrediCor,Capital,550,0.350909090909091
Point Luna,Search For Life,533,0.350844277673546
Saturn Systems,Space Mirrors,522,0.350574712643678
Ecoline,Tundra Farming,483,0.349896480331263
Saturn Systems,Search For Life,475,0.349473684210526
Teractor,Commercial District,410,0.348780487804878
Mining Guild,Windmills,433,0.348729792147806
Teractor,Underground Detonations,425,0.348235294117647
Interplanetary Cinematics,Caretaker Contract,383,0.347258485639687
Vitor,Beam From a Thorium Asteroid,455,0.347252747252747
Ecoline,Power Grid,497,0.346076458752515
Cheung Shing Mars,Noctis City,474,0.345991561181435
Robinson Industries,Natural Preserve,269,0.345724907063197
Ecoline,Magnetic Field Dome,490,0.344897959183674
Mining Guild,Tundra Farming,409,0.344743276283619
Valley Trust,Insects,521,0.343570057581574
Vitor,Large Convoy,446,0.34304932735426
CrediCor,Imported GHG,496,0.342741935483871
Valley Trust,Imported Nitrogen,479,0.342379958246347
Interplanetary Cinematics,Toll Station,394,0.34010152284264
Mining Guild,Immigration Shuttles,454,0.33920704845815
Vitor,Tectonic Stress Power,469,0.339019189765458
Cheung Shing Mars,Tropical Resort,440,0.338636363636364
Cheung Shing Mars,Phobos Space Haven,423,0.33806146572104
Robinson Industries,Hackers,299,0.337792642140468
Interplanetary Cinematics,Underground City,400,0.3375
Cheung Shing Mars,Protected Habitats,403,0.337468982630273
Ecoline,Micro-Mills,505,0.336633663366337
Vitor,Advanced Ecosystems,458,0.336244541484716
Ecoline,Advanced Ecosystems,497,0.336016096579477
Robinson Industries,Lava Tube Settlement,289,0.335640138408304
ThorGate,Anti-Gravity Technology,158,0.335443037974684
Teractor,Energy Tapping,436,0.334862385321101
Interplanetary Cinematics,Sponsors,401,0.334164588528678
Saturn Systems,Domed Crater,426,0.333333333333333
Mining Guild,Black Polar Dust,430,0.332558139534884
Mining Guild,Lightning Harvest,415,0.332530120481928
Saturn Systems,Decomposers,452,0.331858407079646
Cheung Shing Mars,Immigrant City,422,0.33175355450237
Valley Trust,Special Design,540,0.331481481481481
Tharsis Republic,Earth Office,444,0.331081081081081
Cheung Shing Mars,Tectonic Stress Power,435,0.331034482758621
Ecoline,Fuel Factory,490,0.330612244897959
Valley Trust,Herbivores,481,0.330561330561331
Robinson Industries,House Printing,306,0.330065359477124
Vitor,Black Polar Dust,465,0.329032258064516
Valley Trust,Algae,519,0.327552986512524
Ecoline,Phobos Space Haven,457,0.326039387308534
Valley Trust,Subterranean Reservoir,500,0.326
Vitor,Livestock,497,0.325955734406439
Interplanetary Cinematics,GHG Producing Bacteria,384,0.325520833333333
CrediCor,Space Mirrors,521,0.324376199616123
Cheung Shing Mars,Space Mirrors,469,0.321961620469083
Mining Guild,Magnetic Field Generators,466,0.321888412017167
Ecoline,Standard Technology,448,0.321428571428571
Valley Trust,Inventors' Guild,520,0.321153846153846
Ecoline,Tropical Resort,492,0.321138211382114
Mining Guild,Caretaker Contract,433,0.321016166281755
Mining Guild,Energy Saving,444,0.31981981981982
Teractor,Archaebacteria,394,0.319796954314721
Valley Trust,Toll Station,489,0.319018404907975
Helion,Research,326,0.319018404907975
CrediCor,Permafrost extraction,542,0.317343173431734
Vitor,Fusion Power,445,0.31685393258427
Ecoline,Zeppelins,499,0.316633266533066
Ecoline,Local Heat Trapping,484,0.316115702479339
Mining Guild,CEO's Favourite Project,418,0.315789473684211
Mining Guild,Pets,434,0.315668202764977
Mining Guild,Predators,446,0.31390134529148
Cheung Shing Mars,Mangrove,425,0.312941176470588
Vitor,Interstellar Colony Ship,406,0.312807881773399
Vitor,Lava Flows,470,0.312765957446809
CrediCor,Immigrant City,503,0.312127236580517
Interplanetary Cinematics,Shuttles,428,0.310747663551402
Mining Guild,Lava Flows,531,0.308851224105461
Saturn Systems,Physics Complex,467,0.308351177730193
Ecoline,Nitrophilic Moss,505,0.306930693069307
Vitor,Permafrost extraction,470,0.306382978723404
Ecoline,Grass,454,0.306167400881057
Robinson Industries,Indentured Workers,278,0.305755395683453
Point Luna,Vesta Shipyard,543,0.305709023941068
Saturn Systems,Livestock,478,0.305439330543933
Valley Trust,Wave Power,472,0.305084745762712
Ecoline,Industrial Center,460,0.304347826086957
CrediCor,Standard Technology,582,0.304123711340206
Cheung Shing Mars,Virus,421,0.304038004750594
Interplanetary Cinematics,Heat Trappers,405,0.303703703703704
Interplanetary Cinematics,Insulation,419,0.303102625298329
Cheung Shing Mars,Noctis Farming,460,0.302173913043478
Mining Guild,Space Mirrors,437,0.302059496567506
Point Luna,Arctic Algae,543,0.300184162062615
Saturn Systems,Imported GHG,482,0.298755186721992
Inventrix,Mass Converter,452,0.298672566371681
Cheung Shing Mars,Magnetic Field Generators,436,0.295871559633028
Valley Trust,Fusion Power,507,0.29585798816568
Teractor,Geothermal Power,409,0.295843520782396
Tharsis Republic,Rad-Suits,447,0.295302013422819
Interplanetary Cinematics,Tardigrades,383,0.295039164490862
CrediCor,Asteroid,553,0.294755877034358
Mining Guild,Decomposers,423,0.293144208037825
Cheung Shing Mars,Import of Advanced GHG,403,0.292803970223325
Ecoline,Lagrange Observatory,448,0.292410714285714
Ecoline,Greenhouses,510,0.292156862745098
Teractor,Tundra Farming,425,0.291764705882353
Vitor,Trees,449,0.291759465478842
Teractor,Medical Lab,391,0.29156010230179
Interplanetary Cinematics,Heather,367,0.291553133514986
Saturn Systems,Windmills,494,0.291497975708502
Ecoline,Ecological Zone,546,0.291208791208791
CrediCor,Magnetic Field Dome,529,0.291115311909263
Ecoline,Open City,426,0.291079812206573
Vitor,Robotic Workforce,444,0.290540540540541
Mining Guild,Import of Advanced GHG,444,0.290540540540541
CrediCor,Trans-Neptune Probe,551,0.29038112522686
Valley Trust,Medical Lab,500,0.29
Saturn Systems,Water Import From Europa,594,0.28956228956229
Teractor,Large Convoy,461,0.288503253796095
Ecoline,Release of Inert Gases,442,0.287330316742081
Cheung Shing Mars,Interstellar Colony Ship,408,0.286764705882353
Ecoline,Business Contacts,457,0.286652078774617
CrediCor,GHG Producing Bacteria,580,0.286206896551724
Valley Trust,Lava Flows,486,0.286008230452675
Robinson Industries,Titanium Mine,291,0.285223367697594
Point Luna,Water Import From Europa,479,0.2839248434238
Robinson Industries,Lava Flows,310,0.283870967741935
Tharsis Republic,Special Design,439,0.28246013667426
Interplanetary Cinematics,Phobos Space Haven,372,0.282258064516129
Ecoline,Lightning Harvest,447,0.281879194630872
Mining Guild,Trees,406,0.280788177339901
Teractor,Methane From Titan,367,0.280653950953678
CrediCor,Soletta,620,0.280645161290323
Interplanetary Cinematics,Moss,385,0.280519480519481
Ecoline,Lake Marineris,504,0.279761904761905
Vitor,Mangrove,454,0.279735682819383
Mining Guild,Toll Station,417,0.278177458033573
Ecoline,Strip Mine,414,0.277777777777778
Mining Guild,Geothermal Power,474,0.276371308016878
Mining Guild,Research Coordination,355,0.276056338028169
Mining Guild,Security Fleet,442,0.276018099547511
Ecoline,House Printing,410,0.275609756097561
Robinson Industries,Protected Habitats,287,0.275261324041812
Teractor,Robotic Workforce,390,0.274358974358974
Mining Guild,Mining Expedition,405,0.274074074074074
Mining Guild,Space Station,410,0.273170731707317
CrediCor,SF Memorial,481,0.272349272349272
Tharsis Republic,Media Group,441,0.272108843537415
Vitor,Deep Well Heating,427,0.271662763466042
Tharsis Republic,Industrial Center,452,0.269911504424779
CrediCor,Cloud Seeding,541,0.269870609981516
Interplanetary Cinematics,Plantation,378,0.26984126984127
Robinson Industries,Sponsors,286,0.269230769230769
Ecoline,Viral Enhancers,509,0.269155206286837
Vitor,Nitrogen-Rich Asteroid,421,0.268408551068884
Tharsis Republic,Moss,444,0.268018018018018
Saturn Systems,Ecological Zone,457,0.266958424507659
Tharsis Republic,Indentured Workers,502,0.266932270916335
Tharsis Republic,Asteroid,424,0.266509433962264
PhoboLog,Zeppelins,264,0.265151515151515
Valley Trust,Virus,506,0.264822134387352
Ecoline,Livestock,506,0.264822134387352
CrediCor,Artificial Photosynthesis,540,0.264814814814815
Cheung Shing Mars,Insects,429,0.263403263403263
Mining Guild,Symbiotic Fungus,418,0.263157894736842
Saturn Systems,Plantation,491,0.262729124236253
Ecoline,GHG Producing Bacteria,541,0.262476894639556
Teractor,Nitrophilic Moss,381,0.26246719160105
Mining Guild,Tectonic Stress Power,442,0.262443438914027
Tharsis Republic,Micro-Mills,442,0.262443438914027
ThorGate,Hackers,191,0.261780104712042
Saturn Systems,Ice cap Melting,460,0.260869565217391
Mining Guild,Power Supply Consortium,415,0.260240963855422
Interplanetary Cinematics,Cloud Seeding,392,0.260204081632653
Cheung Shing Mars,Business Contacts,424,0.259433962264151
Vitor,Wave Power,440,0.259090909090909
Vitor,Algae,444,0.259009009009009
Mining Guild,Steelworks,456,0.258771929824561
Cheung Shing Mars,Io Mining Industries,368,0.258152173913043
Tharsis Republic,Business Network,399,0.258145363408521
CrediCor,Callisto Penal Mines,586,0.257679180887372
Cheung Shing Mars,Satellites,408,0.257352941176471
PhoboLog,Nitrogen-Rich Asteroid,272,0.257352941176471
CrediCor,Birds,543,0.255985267034991
Mining Guild,Large Convoy,473,0.25369978858351
CrediCor,Sabotage,514,0.252918287937743
CrediCor,Land Claim,522,0.252873563218391
CrediCor,Soil Factory,554,0.252707581227437
Teractor,Asteroid,408,0.252450980392157
Saturn Systems,Aquifer Pumping,432,0.252314814814815
Robinson Industries,Beam From a Thorium Asteroid,286,0.251748251748252
Interplanetary Cinematics,Adaptation Technology,360,0.25
CrediCor,Tardigrades,560,0.25
Ecoline,Fish,469,0.249466950959488
Teractor,Space Mirrors,433,0.249422632794457
Interplanetary Cinematics,Symbiotic Fungus,377,0.249336870026525
Mining Guild,House Printing,374,0.248663101604278
Inventrix,Optimal Aerobraking,363,0.247933884297521
Tharsis Republic,Power Plant,444,0.247747747747748
Valley Trust,Lava Tube Settlement,499,0.246492985971944
Robinson Industries,Large Convoy,297,0.245791245791246
Mining Guild,Fish,462,0.244588744588745
Saturn Systems,Ants,463,0.244060475161987
Valley Trust,Building Industries,488,0.243852459016393
Teractor,Energy Saving,398,0.243718592964824
Tharsis Republic,Big Asteroid,453,0.242825607064018
Mining Guild,Underground Detonations,479,0.242171189979123
Robinson Industries,Noctis Farming,285,0.242105263157895
Cheung Shing Mars,Viral Enhancers,420,0.24047619047619
CrediCor,Ants,491,0.240325865580448
Mining Guild,Power Infrastructure,429,0.24009324009324
Cheung Shing Mars,Water Splitting Plant,405,0.239506172839506
CrediCor,Beam From a Thorium Asteroid,590,0.238983050847458
Teractor,Micro-Mills,394,0.238578680203046
Vitor,Food Factory,429,0.237762237762238
Teractor,Heat Trappers,410,0.236585365853659
Tharsis Republic,Trees,429,0.235431235431235
Cheung Shing Mars,Immigration Shuttles,405,0.234567901234568
Teractor,Space Station,429,0.233100233100233
Mining Guild,Special Design,417,0.232613908872902
Mining Guild,Livestock,406,0.231527093596059
Robinson Industries,Terraforming Ganymede,307,0.231270358306189
Ecoline,Space Mirrors,472,0.230932203389831
Vitor,Farming,485,0.230927835051546
Valley Trust,Industrial Center,451,0.23059866962306
Teractor,Kelp Farming,404,0.23019801980198
Interplanetary Cinematics,Ganymede Colony,348,0.229885057471264
CrediCor,Underground City,521,0.228406909788868
Teractor,Lightning Harvest,399,0.228070175438596
Cheung Shing Mars,Black Polar Dust,418,0.227272727272727
Mining Guild,Phobos Space Haven,414,0.227053140096618
Tharsis Republic,Shuttles,456,0.225877192982456
Valley Trust,Land Claim,518,0.225868725868726
ThorGate,Earth Catapult,173,0.225433526011561
Valley Trust,Mohole Area,478,0.223849372384937
Robinson Industries,Bribed Committee,277,0.223826714801444
Teractor,Noctis Farming,398,0.223618090452261
Cheung Shing Mars,Search For Life,432,0.222222222222222
Vitor,House Printing,477,0.222222222222222
Robinson Industries,Methane From Titan,280,0.221428571428571
Mining Guild,Sabotage,393,0.221374045801527
Valley Trust,SF Memorial,477,0.220125786163522
Mining Guild,Open City,424,0.219339622641509
Interplanetary Cinematics,Rad-Suits,383,0.219321148825065
Mining Guild,Power Grid,434,0.21889400921659
Ecoline,Nitrite Reducing Bacteria,468,0.217948717948718
Ecoline,Bribed Committee,441,0.217687074829932
Helion,Advanced Alloys,262,0.217557251908397
Teractor,Aquifer Pumping,392,0.216836734693878
Point Luna,Security Fleet,574,0.21602787456446
Saturn Systems,Soletta,431,0.215777262180974
Robinson Industries,Lagrange Observatory,260,0.215384615384615
Valley Trust,Great Dam,483,0.215320910973085
Helion,Optimal Aerobraking,363,0.214876033057851
Tharsis Republic,Mars University,396,0.214646464646465
CrediCor,GHG Factories,499,0.214428857715431
Vitor,Underground Detonations,448,0.214285714285714
Ecoline,Imported GHG,486,0.211934156378601
Valley Trust,Power Grid,505,0.211881188118812
Vitor,Decomposers,478,0.211297071129707
Valley Trust,Trees,504,0.21031746031746
Cheung Shing Mars,Methane From Titan,392,0.209183673469388
Valley Trust,Sabotage,493,0.208924949290061
Mining Guild,Deep Well Heating,456,0.208333333333333
Teractor,Decomposers,418,0.208133971291866
Valley Trust,Lagrange Observatory,545,0.207339449541284
Saturn Systems,Protected Habitats,449,0.207126948775056
Cheung Shing Mars,Small Animals,402,0.206467661691542
Cheung Shing Mars,Algae,379,0.205804749340369
Cheung Shing Mars,Soil Factory,409,0.205378973105134
Interplanetary Cinematics,Noctis Farming,402,0.203980099502488
Teractor,Adapted Lichen,363,0.203856749311295
CrediCor,Open City,542,0.202952029520295
Vitor,Heather,415,0.202409638554217
ThorGate,Electro Catapult,228,0.201754385964912
Robinson Industries,Comet,304,0.200657894736842
Valley Trust,Domed Crater,429,0.2004662004662
United Nations Mars Initiative,Space Elevator,120,0.2
Mining Guild,Bribed Committee,421,0.199524940617577
Inventrix,Energy Tapping,341,0.19941348973607
Saturn Systems,Mining Expedition,464,0.198275862068966
Tharsis Republic,Research Coordination,369,0.195121951219512
CrediCor,Satellites,487,0.195071868583162
Point Luna,Space Mirrors,543,0.193370165745856
Vitor,Hired Raiders,445,0.193258426966292
Cheung Shing Mars,Indentured Workers,410,0.192682926829268
Point Luna,Lake Marineris,562,0.192170818505338
Tharsis Republic,Mineral Deposit,443,0.191873589164786
Interplanetary Cinematics,SF Memorial,318,0.191823899371069
CrediCor,Predators,533,0.191369606003752
Valley Trust,Trans-Neptune Probe,503,0.190854870775348
Teractor,Martian Rails,399,0.19047619047619
Tharsis Republic,Ganymede Colony,415,0.190361445783133
Helion,Nuclear Zone,339,0.188790560471976
Robinson Industries,Interstellar Colony Ship,287,0.18815331010453
Teractor,Grass,415,0.187951807228916
Helion,Giant Space Mirror,341,0.187683284457478
Saturn Systems,Equatorial Magnetizer,491,0.187372708757637
Tharsis Republic,Power Grid,438,0.187214611872146
CrediCor,Security Fleet,531,0.186440677966102
Helion,Development Center,295,0.186440677966102
Vitor,Asteroid Mining,427,0.185011709601874
PhoboLog,Development Center,249,0.184738955823293
Cheung Shing Mars,Greenhouses,450,0.184444444444444
Cheung Shing Mars,Nitrite Reducing Bacteria,418,0.184210526315789
Vitor,Urbanized Area,467,0.184154175588865
Point Luna,Viral Enhancers,566,0.183745583038869
Ecoline,Mining Expedition,501,0.183632734530938
CrediCor,Phobos Space Haven,583,0.183533447684391
Interplanetary Cinematics,Biomass Combustors,355,0.183098591549296
CrediCor,Tropical Resort,536,0.182835820895522
Inventrix,Nitrite Reducing Bacteria,379,0.182058047493404
Vitor,Subterranean Reservoir,429,0.181818181818182
Valley Trust,Small Animals,513,0.181286549707602
Mining Guild,Grass,437,0.180778032036613
CrediCor,Deep Well Heating,515,0.180582524271845
Tharsis Republic,Mohole Area,401,0.179551122194514
Mining Guild,Nitrite Reducing Bacteria,446,0.179372197309417
Helion,Mining Rights,276,0.177536231884058
Robinson Industries,Food Factory,309,0.174757281553398
Tharsis Republic,Mining Expedition,482,0.174273858921162
Inventrix,Kelp Farming,453,0.172185430463576
Valley Trust,Sponsors,473,0.171247357293869
Vitor,Imported Nitrogen,439,0.170842824601367
Interplanetary Cinematics,Energy Tapping,363,0.170798898071625
Point Luna,Protected Habitats,511,0.170254403131115
Valley Trust,GHG Producing Bacteria,523,0.170172084130019
Cheung Shing Mars,Pets,424,0.169811320754717
Teractor,Sabotage,390,0.169230769230769
Helion,Giant Ice Asteroid,321,0.168224299065421
Tharsis Republic,Quantum Extractor,440,0.168181818181818
Vitor,CEO's Favourite Project,442,0.167420814479638
Tharsis Republic,Beam From a Thorium Asteroid,425,0.167058823529412
Vitor,Ore Processor,453,0.165562913907285
Robinson Industries,Sabotage,301,0.162790697674419
Tharsis Republic,Domed Crater,487,0.162217659137577
Robinson Industries,Deep Well Heating,309,0.161812297734628
